web-scraper-order,web-scraper-start-url,newpage,team,matchup,date,winloss,min,pts,fgm,fga,fgpercent,3pm,3pa,3ppercent,ftm,fta,ftpercent,oreb,dreb,reb,ast,stl,blk,tov,pfidk,plusminus
"1710880555-1726","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. MEM","11/14/2023","W","240","134","47","81","58.0","22","35","62.9","18","24","75.0","10","44","54","30","4","10","19","13","27"
"1710880555-1727","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. MIN","11/14/2023","L","240","101","37","88","42.0","13","39","33.3","14","16","87.5","13","33","46","28","11","2","20","22","-3"
"1710880555-1728","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ GSW","11/14/2023","W","240","104","36","81","44.4","14","34","41.2","18","21","85.7","9","33","42","24","9","5","20","19","3"
"1710880555-1729","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. LAC","11/14/2023","W","240","111","39","73","53.4","8","23","34.8","25","32","78.1","6","30","36","26","4","2","14","19","3"
"1710880555-1730","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ DEN","11/14/2023","L","240","108","37","86","43.0","13","29","44.8","21","24","87.5","14","28","42","21","10","1","11","24","-3"
"1710880555-1731","https://www.nba.com/stats/teams/boxscores","","UTA","UTA vs. POR","11/14/2023","W","240","115","44","95","46.3","13","43","30.2","14","15","93.3","16","36","52","26","11","6","13","18","16"
"1710880555-1732","https://www.nba.com/stats/teams/boxscores","","POR","POR @ UTA","11/14/2023","L","240","99","37","88","42.0","11","35","31.4","14","20","70.0","13","30","43","23","5","6","17","15","-16"
"1710880555-1733","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. DAL","11/14/2023","W","240","131","49","94","52.1","14","38","36.8","19","26","73.1","12","30","42","33","17","6","13","20","21"
"1710880555-1734","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ NOP","11/14/2023","L","240","110","38","90","42.2","14","42","33.3","20","26","76.9","16","29","45","25","4","3","20","16","-21"
"1710880555-1735","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ OKC","11/14/2023","L","240","87","36","93","38.7","9","30","30.0","6","9","66.7","13","30","43","24","7","6","25","13","-36"
"1710880555-1736","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. SAS","11/14/2023","W","240","123","46","89","51.7","15","39","38.5","16","20","80.0","4","36","40","34","19","6","16","17","36"
"1710880555-1737","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ BKN","11/14/2023","L","240","104","36","82","43.9","16","46","34.8","16","21","76.2","9","28","37","23","9","4","16","16","-20"
"1710880555-1738","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. ORL","11/14/2023","W","240","124","46","85","54.1","19","39","48.7","13","20","65.0","13","31","44","22","13","3","16","24","20"
"1710880555-1739","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. MIA","11/14/2023","L","240","105","36","81","44.4","15","32","46.9","18","22","81.8","13","32","45","21","6","0","18","21","-6"
"1710880555-1740","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ CHA","11/14/2023","W","240","111","40","83","48.2","8","31","25.8","23","28","82.1","10","32","42","26","12","5","8","19","6"
"1710880555-1741","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. ATL","11/14/2023","L","240","120","47","90","52.2","10","29","34.5","16","23","69.6","14","28","42","36","9","6","17","20","-6"
"1710880555-1742","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ DET","11/14/2023","W","240","126","45","87","51.7","12","33","36.4","24","26","92.3","10","31","41","28","9","7","14","19","6"
"1710880555-1743","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. IND","11/14/2023","L","240","126","43","86","50.0","6","22","27.3","34","35","97.1","5","33","38","22","5","3","16","26","-6"
"1710880555-1744","https://www.nba.com/stats/teams/boxscores","","IND","IND @ PHI","11/14/2023","W","240","132","48","93","51.6","13","37","35.1","23","33","69.7","10","31","41","32","7","5","11","28","6"
"1710880555-1745","https://www.nba.com/stats/teams/boxscores","","NYK","NYK @ BOS","11/13/2023","L","240","98","33","79","41.8","15","35","42.9","17","24","70.8","12","25","37","17","5","2","12","16","-16"
"1710880555-1746","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. NYK","11/13/2023","W","240","114","40","79","50.6","19","43","44.2","15","16","93.8","8","29","37","27","3","3","11","22","16"
"1710880555-1747","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ MIL","11/13/2023","L","240","109","38","100","38.0","14","42","33.3","19","21","90.5","18","29","47","24","9","7","8","25","-9"
"1710880555-1748","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. CHI","11/13/2023","W","240","118","42","89","47.2","15","47","31.9","19","27","70.4","13","40","53","23","3","5","17","23","9"
"1710880555-1749","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ TOR","11/13/2023","L","240","107","43","84","51.2","12","26","46.2","9","12","75.0","8","30","38","32","11","5","22","22","-4"
"1710880555-1750","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. WAS","11/13/2023","W","240","111","45","90","50.0","4","20","20.0","17","25","68.0","16","32","48","28","11","4","19","13","4"
"1710880555-1751","https://www.nba.com/stats/teams/boxscores","","SAC","SAC vs. CLE","11/13/2023","W","240","132","49","83","59.0","20","42","47.6","14","22","63.6","8","29","37","32","3","4","10","19","12"
"1710880555-1752","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ SAC","11/13/2023","L","240","120","45","91","49.5","16","35","45.7","14","17","82.4","14","25","39","24","3","1","11","18","-12"
"1710880555-1753","https://www.nba.com/stats/teams/boxscores","","POR","POR @ LAL","11/12/2023","L","240","110","45","90","50.0","13","37","35.1","7","9","77.8","5","33","38","29","2","8","16","25","-6"
"1710880555-1754","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. MIN","11/12/2023","L","240","110","37","96","38.5","12","43","27.9","24","28","85.7","19","32","51","24","9","0","14","28","-6"
"1710880555-1755","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ GSW","11/12/2023","W","240","116","43","82","52.4","9","27","33.3","21","30","70.0","9","38","47","27","8","6","14","19","6"
"1710880555-1756","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ PHX","11/12/2023","W","240","111","40","82","48.8","10","27","37.0","21","25","84.0","6","27","33","23","9","8","9","21","12"
"1710880555-1757","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. OKC","11/12/2023","L","240","99","32","83","38.6","9","29","31.0","26","31","83.9","16","35","51","20","4","7","17","19","-12"
"1710880555-1758","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. DET","11/12/2023","W","240","119","44","91","48.4","11","30","36.7","20","25","80.0","11","29","40","22","12","6","7","21","11"
"1710880555-1759","https://www.nba.com/stats/teams/boxscores","","DET","DET @ CHI","11/12/2023","L","240","108","38","88","43.2","11","32","34.4","21","26","80.8","16","33","49","26","4","6","16","19","-11"
"1710880555-1760","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ SAS","11/12/2023","W","240","118","39","89","43.8","12","31","38.7","28","30","93.3","11","30","41","26","7","3","7","12","5"
"1710880555-1761","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. MIA","11/12/2023","L","240","113","42","91","46.2","19","44","43.2","10","12","83.3","11","39","50","35","3","6","17","21","-5"
"1710880555-1762","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ NOP","11/12/2023","W","240","136","50","102","49.0","20","53","37.7","16","21","76.2","8","34","42","29","7","6","6","19","12"
"1710880555-1763","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. DAL","11/12/2023","L","240","124","47","92","51.1","17","36","47.2","13","22","59.1","13","41","54","31","2","3","18","20","-12"
"1710880555-1764","https://www.nba.com/stats/teams/boxscores","","DEN","DEN @ HOU","11/12/2023","L","240","104","42","91","46.2","9","32","28.1","11","14","78.6","12","37","49","24","3","5","11","20","-3"
"1710880555-1765","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. DEN","11/12/2023","W","240","107","37","87","42.5","10","32","31.3","23","29","79.3","12","33","45","20","7","4","9","16","3"
"1710880555-1766","https://www.nba.com/stats/teams/boxscores","","IND","IND @ PHI","11/12/2023","L","240","126","47","90","52.2","16","39","41.0","16","19","84.2","8","24","32","31","8","9","10","14","-11"
"1710880555-1767","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. IND","11/12/2023","W","240","137","53","105","50.5","14","33","42.4","17","20","85.0","23","31","54","28","5","7","12","15","11"
"1710880555-1768","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ LAC","11/12/2023","W","240","105","37","88","42.0","13","41","31.7","18","24","75.0","11","30","41","25","7","6","16","23","4"
"1710880555-1769","https://www.nba.com/stats/teams/boxscores","","LAC","LAC vs. MEM","11/12/2023","L","240","101","37","85","43.5","12","34","35.3","15","23","65.2","8","33","41","26","9","3","16","23","-4"
"1710880555-1770","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ BKN","11/12/2023","L","240","94","33","88","37.5","10","41","24.4","18","25","72.0","7","35","42","20","14","3","12","15","-8"
"1710880555-1771","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. WAS","11/12/2023","W","240","102","37","98","37.8","12","49","24.5","16","20","80.0","20","46","66","22","6","6","19","18","8"
"1710880555-1772","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ NYK","11/12/2023","L","240","107","44","94","46.8","12","35","34.3","7","11","63.6","15","21","36","21","5","4","12","25","-22"
"1710880555-1773","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. CHA","11/12/2023","W","240","129","47","87","54.0","15","36","41.7","20","30","66.7","10","30","40","25","8","4","9","18","22"
"1710880555-1774","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. POR","11/12/2023","W","240","116","41","84","48.8","4","19","21.1","30","37","81.1","7","34","41","27","8","4","9","11","6"
"1710880555-1775","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ GSW","11/11/2023","W","240","118","37","86","43.0","11","30","36.7","33","43","76.7","11","34","45","23","13","3","11","24","8"
"1710880555-1776","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. CLE","11/11/2023","L","240","110","37","90","41.1","13","38","34.2","23","30","76.7","15","40","55","26","5","3","20","29","-8"
"1710880555-1777","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. MIA","11/11/2023","L","240","109","38","87","43.7","18","46","39.1","15","18","83.3","15","33","48","23","6","6","22","19","-8"
"1710880555-1778","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ ATL","11/11/2023","W","240","117","41","84","48.8","12","38","31.6","23","25","92.0","7","32","39","23","10","4","15","14","8"
"1710880555-1779","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. TOR","11/11/2023","W","240","117","47","86","54.7","15","44","34.1","8","13","61.5","5","41","46","30","1","4","13","14","23"
"1710880555-1780","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ ORL","11/11/2023","L","240","97","38","77","49.4","9","29","31.0","12","25","48.0","5","31","36","25","9","6","19","24","-15"
"1710880555-1781","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. MIL","11/11/2023","W","240","112","36","84","42.9","10","26","38.5","30","35","85.7","15","28","43","24","9","2","16","17","15"
"1710880555-1782","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ BOS","11/11/2023","L","240","94","35","91","38.5","10","37","27.0","14","16","87.5","7","30","37","25","8","1","9","14","-23"
"1710880555-1783","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ HOU","11/10/2023","L","240","101","34","75","45.3","8","25","32.0","25","34","73.5","8","41","49","12","6","6","18","26","-3"
"1710880555-1784","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ DET","11/10/2023","W","240","114","35","83","42.2","9","28","32.1","35","41","85.4","11","35","46","23","13","5","9","23","8"
"1710880555-1785","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. PHI","11/10/2023","L","240","106","40","86","46.5","8","28","28.6","18","22","81.8","11","37","48","28","3","5","17","26","-8"
"1710880555-1786","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. BKN","11/10/2023","W","240","121","41","94","43.6","19","52","36.5","20","28","71.4","17","35","52","29","5","3","8","13","14"
"1710880555-1787","https://www.nba.com/stats/teams/boxscores","","BKN","BKN @ BOS","11/10/2023","L","240","107","38","85","44.7","15","37","40.5","16","18","88.9","9","37","46","26","0","3","12","25","-14"
"1710880555-1788","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ MEM","11/10/2023","W","240","127","41","76","53.9","18","37","48.6","27","29","93.1","8","30","38","28","10","12","21","17","6"
"1710880555-1789","https://www.nba.com/stats/teams/boxscores","","MEM","MEM vs. UTA","11/10/2023","L","240","121","46","101","45.5","19","48","39.6","10","13","76.9","14","23","37","23","5","5","11","23","-6"
"1710880555-1790","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. CHA","11/10/2023","L","240","117","43","88","48.9","14","38","36.8","17","20","85.0","7","29","36","28","4","6","15","23","-7"
"1710880555-1791","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ WAS","11/10/2023","W","240","124","50","110","45.5","6","28","21.4","18","28","64.3","28","39","67","31","10","4","10","19","7"
"1710880555-1792","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. MIN","11/10/2023","L","240","110","43","92","46.7","12","34","35.3","12","19","63.2","7","31","38","29","9","8","14","21","-7"
"1710880555-1793","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ SAS","11/10/2023","W","240","117","43","87","49.4","10","27","37.0","21","27","77.8","13","38","51","23","6","4","18","19","7"
"1710880555-1794","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. LAC","11/10/2023","W","240","144","51","98","52.0","19","42","45.2","23","26","88.5","15","26","41","30","7","1","9","23","18"
"1710880555-1795","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ DAL","11/10/2023","L","240","126","43","88","48.9","8","27","29.6","32","36","88.9","19","28","47","21","7","2","14","27","-18"
"1710880555-1796","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ PHX","11/10/2023","W","240","122","42","84","50.0","12","27","44.4","26","34","76.5","9","34","43","27","9","7","11","20","3"
"1710880555-1797","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. LAL","11/10/2023","L","240","119","42","94","44.7","15","37","40.5","20","27","74.1","17","35","52","22","9","1","13","24","-3"
"1710880555-1798","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. NOP","11/10/2023","W","240","104","36","88","40.9","10","35","28.6","22","28","78.6","9","33","42","20","9","5","9","22","3"
"1710880555-1799","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ SAC","11/10/2023","L","240","98","39","87","44.8","7","30","23.3","13","16","81.3","5","33","38","22","9","5","16","15","-7"
"1710880555-1800","https://www.nba.com/stats/teams/boxscores","","SAC","SAC vs. OKC","11/10/2023","W","240","105","38","91","41.8","13","47","27.7","16","21","76.2","16","36","52","28","10","9","18","22","7"
"1710880555-1801","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ IND","11/09/2023","L","240","124","46","87","52.9","9","27","33.3","23","26","88.5","5","36","41","23","6","5","14","19","-2"
"1710880555-1802","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. MIL","11/09/2023","W","240","126","44","92","47.8","20","48","41.7","18","20","90.0","9","31","40","27","6","6","13","25","2"
"1710880555-1803","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. ATL","11/09/2023","L","240","119","42","90","46.7","10","27","37.0","25","35","71.4","18","29","47","19","12","6","19","24","-1"
"1710880555-1804","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ ORL","11/09/2023","W","240","120","41","85","48.2","15","39","38.5","23","30","76.7","8","28","36","22","13","7","18","25","1"
"1710880555-1805","https://www.nba.com/stats/teams/boxscores","","SAC","SAC vs. POR","11/08/2023","W","265","121","41","89","46.1","11","37","29.7","28","38","73.7","15","35","50","32","11","6","21","24","3"
"1710880555-1806","https://www.nba.com/stats/teams/boxscores","","POR","POR @ SAC","11/08/2023","L","265","118","44","87","50.6","8","22","36.4","22","29","75.9","7","29","36","26","10","5","18","29","-3"
"1710880555-1807","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. SAS","11/08/2023","W","240","126","46","100","46.0","19","42","45.2","15","22","68.2","13","34","47","28","7","0","4","14","21"
"1710880555-1808","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. WAS","11/08/2023","L","240","116","41","79","51.9","8","25","32.0","26","35","74.3","11","36","47","17","8","5","22","22","-16"
"1710880555-1809","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ CHA","11/08/2023","W","240","132","47","97","48.5","18","43","41.9","20","25","80.0","13","27","40","26","10","6","11","26","16"
"1710880555-1810","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ IND","11/08/2023","L","240","118","45","96","46.9","11","27","40.7","17","18","94.4","16","31","47","26","3","5","22","17","-16"
"1710880555-1811","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. UTA","11/08/2023","W","240","134","52","101","51.5","13","41","31.7","17","20","85.0","14","32","46","26","14","7","12","15","16"
"1710880555-1812","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ OKC","11/08/2023","L","240","120","42","83","50.6","9","29","31.0","27","37","73.0","11","30","41","26","9","5","20","24","-8"
"1710880555-1813","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. CLE","11/08/2023","W","240","128","44","86","51.2","12","28","42.9","28","30","93.3","12","29","41","23","10","8","14","27","8"
"1710880555-1814","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ MEM","11/08/2023","W","240","108","35","77","45.5","11","28","39.3","27","32","84.4","9","35","44","22","9","8","19","24","6"
"1710880555-1815","https://www.nba.com/stats/teams/boxscores","","MEM","MEM vs. MIA","11/08/2023","L","240","102","35","90","38.9","11","37","29.7","21","28","75.0","13","25","38","20","10","4","14","27","-6"
"1710880555-1816","https://www.nba.com/stats/teams/boxscores","","MIN","MIN vs. NOP","11/08/2023","W","240","122","45","82","54.9","15","37","40.5","17","24","70.8","8","40","48","30","9","7","18","23","21"
"1710880555-1817","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ MIN","11/08/2023","L","240","101","36","93","38.7","8","28","28.6","21","22","95.5","11","29","40","23","6","1","17","23","-21"
"1710880555-1818","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. LAC","11/08/2023","W","240","100","37","92","40.2","15","41","36.6","11","13","84.6","14","35","49","22","10","10","14","14","7"
"1710880555-1819","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ BKN","11/08/2023","L","240","93","36","91","39.6","8","36","22.2","13","13","100","11","40","51","22","10","8","16","15","-7"
"1710880555-1820","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. TOR","11/08/2023","L","240","116","40","84","47.6","17","41","41.5","19","31","61.3","6","32","38","25","4","6","16","21","-11"
"1710880555-1821","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ DAL","11/08/2023","W","240","127","49","99","49.5","11","36","30.6","18","27","66.7","15","35","50","27","10","4","12","25","11"
"1710880555-1822","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. GSW","11/08/2023","W","240","108","41","92","44.6","11","35","31.4","15","22","68.2","10","35","45","24","7","4","6","20","3"
"1710880555-1823","https://www.nba.com/stats/teams/boxscores","","GSW","GSW @ DEN","11/08/2023","L","240","105","37","86","43.0","11","35","31.4","20","26","76.9","11","38","49","21","5","0","9","20","-3"
"1710880555-1824","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. DET","11/08/2023","W","240","120","41","90","45.6","11","37","29.7","27","32","84.4","5","31","36","19","8","7","10","18","2"
"1710880555-1825","https://www.nba.com/stats/teams/boxscores","","DET","DET @ MIL","11/08/2023","L","240","118","48","98","49.0","7","29","24.1","15","16","93.8","11","42","53","28","2","5","19","24","-2"
"1710880555-1826","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ NYK","11/08/2023","L","240","105","44","90","48.9","9","34","26.5","8","13","61.5","11","35","46","31","2","7","13","22","-21"
"1710880555-1827","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ PHI","11/08/2023","L","240","103","36","91","39.6","15","47","31.9","16","19","84.2","9","34","43","28","8","6","13","13","-3"
"1710880555-1828","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. BOS","11/08/2023","W","240","106","42","95","44.2","9","34","26.5","13","15","86.7","12","44","56","20","7","7","14","16","3"
"1710880555-1829","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. PHX","11/08/2023","L","265","115","42","96","43.8","14","33","42.4","17","23","73.9","9","30","39","30","12","7","14","22","-1"
"1710880555-1830","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ CHI","11/08/2023","W","265","116","38","90","42.2","19","48","39.6","21","25","84.0","13","41","54","32","7","10","22","20","1"
"1710880555-1831","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. LAL","11/08/2023","W","240","128","51","93","54.8","14","33","42.4","12","19","63.2","14","43","57","26","4","4","13","23","34"
"1710880555-1832","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ HOU","11/08/2023","L","240","94","36","85","42.4","7","25","28.0","15","24","62.5","5","29","34","20","7","6","9","18","-34"
"1710880555-1833","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ CHI","11/06/2023","L","240","113","41","86","47.7","16","43","37.2","15","17","88.2","17","35","52","32","1","7","23","20","-17"
"1710880555-1834","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ HOU","11/06/2023","L","240","97","36","81","44.4","14","40","35.0","11","20","55.0","12","22","34","22","5","2","15","22","-25"
"1710880555-1835","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. SAC","11/06/2023","W","240","122","43","75","57.3","15","31","48.4","21","27","77.8","5","34","39","28","8","4","11","19","25"
"1710880555-1836","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ MIN","11/06/2023","L","265","109","36","92","39.1","11","39","28.2","26","34","76.5","11","34","45","20","13","2","18","26","-5"
"1710880555-1837","https://www.nba.com/stats/teams/boxscores","","MIN","MIN vs. BOS","11/06/2023","W","265","114","44","85","51.8","13","37","35.1","13","25","52.0","6","39","45","26","7","5","24","26","5"
"1710880555-1838","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. NOP","11/06/2023","W","240","134","51","95","53.7","15","39","38.5","17","23","73.9","11","34","45","37","6","5","10","16","18"
"1710880555-1839","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ DEN","11/06/2023","L","240","116","45","90","50.0","13","30","43.3","13","15","86.7","8","30","38","24","6","2","13","18","-18"
"1710880555-1840","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. ATL","11/06/2023","W","240","126","45","94","47.9","14","35","40.0","22","23","95.7","11","38","49","27","7","7","13","22","9"
"1710880555-1841","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ OKC","11/06/2023","L","240","117","38","102","37.3","14","42","33.3","27","32","84.4","25","34","59","27","8","3","15","16","-9"
"1710880555-1842","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ BKN","11/06/2023","W","240","129","46","96","47.9","16","48","33.3","21","24","87.5","12","36","48","26","6","2","10","13","4"
"1710880555-1843","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. MIL","11/06/2023","L","240","125","49","101","48.5","16","45","35.6","11","13","84.6","11","35","46","22","2","4","8","16","-4"
"1710880555-1844","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ MIA","11/06/2023","L","240","107","44","81","54.3","8","26","30.8","11","14","78.6","5","33","38","28","6","5","17","17","-1"
"1710880555-1845","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. LAL","11/06/2023","W","240","108","41","88","46.6","12","37","32.4","14","16","87.5","11","33","44","30","11","4","18","14","1"
"1710880555-1846","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. LAC","11/06/2023","W","240","111","41","88","46.6","12","31","38.7","17","18","94.4","18","30","48","28","13","1","20","13","14"
"1710880555-1847","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ NYK","11/06/2023","L","240","97","36","73","49.3","11","32","34.4","14","16","87.5","7","24","31","21","8","3","22","15","-14"
"1710880555-1848","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. DAL","11/06/2023","L","240","102","40","85","47.1","8","27","29.6","14","18","77.8","6","32","38","27","6","4","21","24","-15"
"1710880555-1849","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ ORL","11/06/2023","W","240","117","41","82","50.0","15","40","37.5","20","28","71.4","5","26","31","21","9","6","15","20","15"
"1710880555-1850","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. WAS","11/06/2023","W","240","146","51","91","56.0","12","31","38.7","32","36","88.9","10","35","45","37","12","7","16","15","18"
"1710880555-1851","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ PHI","11/06/2023","L","240","128","49","96","51.0","14","34","41.2","16","20","80.0","10","28","38","31","6","10","19","26","-18"
"1710880555-1852","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. SAS","11/06/2023","W","240","152","55","95","57.9","20","38","52.6","22","23","95.7","9","40","49","38","7","4","15","24","41"
"1710880555-1853","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ IND","11/06/2023","L","240","111","40","94","42.6","8","26","30.8","23","30","76.7","12","24","36","26","7","5","11","15","-41"
"1710880555-1854","https://www.nba.com/stats/teams/boxscores","","GSW","GSW @ DET","11/06/2023","W","240","120","46","97","47.4","12","41","29.3","16","21","76.2","17","27","44","26","8","4","11","14","11"
"1710880555-1855","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. GSW","11/06/2023","L","240","109","38","80","47.5","13","30","43.3","20","21","95.2","7","32","39","23","8","2","16","20","-11"
"1710880555-1856","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. UTA","11/06/2023","W","240","130","48","93","51.6","18","34","52.9","16","19","84.2","10","26","36","26","12","3","8","18","17"
"1710880555-1857","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ POR","11/05/2023","W","240","112","45","89","50.6","13","32","40.6","9","13","69.2","10","39","49","27","6","7","17","18","12"
"1710880555-1858","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. MEM","11/05/2023","L","240","100","37","95","38.9","14","45","31.1","12","15","80.0","16","31","47","23","11","5","14","21","-12"
"1710880555-1859","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ DAL","11/05/2023","L","240","118","49","99","49.5","8","30","26.7","12","21","57.1","10","33","43","30","5","2","9","25","-6"
"1710880555-1860","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. CHA","11/05/2023","W","240","124","43","91","47.3","14","42","33.3","24","32","75.0","9","38","47","31","3","6","11","19","6"
"1710880555-1861","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. PHX","11/05/2023","L","240","106","43","87","49.4","8","23","34.8","12","14","85.7","10","23","33","25","7","6","16","23","-14"
"1710880555-1862","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ DET","11/05/2023","W","240","120","43","86","50.0","8","21","38.1","26","29","89.7","14","29","43","29","8","10","18","13","14"
"1710880555-1863","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ SAS","11/05/2023","W","265","123","44","97","45.4","19","48","39.6","16","26","61.5","13","34","47","29","12","6","15","15","7"
"1710880555-1864","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. TOR","11/05/2023","L","265","116","48","96","50.0","10","32","31.3","10","13","76.9","9","37","46","30","7","7","17","21","-7"
